Date,EUR/USD,GBP/USD
2024-12-26,1.0399551391601562,1.254374623298645
2024-12-27,1.0423181056976318,1.2529758214950562
2024-12-30,1.0429377555847168,1.257880687713623
2024-12-31,1.040615200996399,1.254909873008728
2025-01-02,1.0351860523223877,1.2519248723983765
2025-01-03,1.0268205404281616,1.2380222082138062
2025-01-06,1.0305347442626953,1.2426837682724
2025-01-07,1.0386372804641724,1.2510946989059448
2025-01-08,1.034554123878479,1.247785210609436
2025-01-09,1.0314701795578003,1.2359870672225952
2025-01-10,1.0297601222991943,1.2299367189407349
2025-01-13,1.0244431495666504,1.2204945087432861
2025-01-14,1.0265253782272339,1.2233314514160156
2025-01-15,1.0306835174560547,1.221344232559204
2025-01-16,1.0295268297195435,1.2243348360061646
2025-01-17,1.0301949977874756,1.2236906290054321
2025-01-20,1.0277386903762817,1.2171002626419067
2025-01-21,1.0420682430267334,1.233136773109436
2025-01-22,1.0405935049057007,1.2335399389266968
2025-01-23,1.0410159826278687,1.231420874595642
2025-01-24,1.041601538658142,1.2353914976119995
2025-01-27,1.0467586517333984,1.2459352016448975
2025-01-28,1.0445064306259155,1.2460592985153198
2025-01-29,1.0429050922393799,1.2441680431365967
2025-01-30,1.0425245761871338,1.245530128479004
2025-01-31,1.0397279262542725,1.2423903942108154
2025-02-03,1.024779200553894,1.2291958332061768
2025-02-04,1.0327378511428833,1.2431780099868774
2025-02-05,1.0372798442840576,1.2478163242340088
2025-02-06,1.0400848388671875,1.2504063844680786
2025-02-07,1.0385725498199463,1.2437502145767212
2025-02-10,1.0311616659164429,1.2391574382781982
2025-02-11,1.0301525592803955,1.2360633611679077
2025-02-12,1.0364949703216553,1.245159387588501
2025-02-13,1.039198637008667,1.2450664043426514
2025-02-14,1.0461673736572266,1.2563445568084717
2025-02-17,1.0489217042922974,1.2584155797958374
2025-02-18,1.048536777496338,1.262148141860962
2025-02-19,1.044833779335022,1.2625784873962402
2025-02-20,1.0421009063720703,1.2584155797958374
2025-02-21,1.0500562191009521,1.2670401334762573
2025-02-24,1.0474823713302612,1.2649900913238525
2025-02-25,1.0461344718933105,1.261781930923462
2025-02-26,1.0524100065231323,1.2674431800842285
2025-02-27,1.0488777160644531,1.2682307958602905
2025-02-28,1.039511799812317,1.259890079498291
2025-03-03,1.0413846969604492,1.260398268699646
2025-03-04,1.0485037565231323,1.270147681236267
2025-03-05,1.062699317932129,1.2794268131256104
2025-03-06,1.0794938802719116,1.2891913652420044
2025-03-07,1.0787951946258545,1.2885303497314453
2025-03-10,1.086059331893921,1.2932428121566772
2025-03-11,1.0839403867721558,1.2875481843948364
2025-03-12,1.0914170742034912,1.294481635093689
2025-03-13,1.0886249542236328,1.2964283227920532
2025-03-14,1.085564136505127,1.2958402633666992
2025-03-17,1.0881274938583374,1.2930588722229004
2025-03-18,1.091917634010315,1.2985326051712036
2025-03-19,1.093948245048523,1.3000519275665283
2025-03-20,1.0911908149719238,1.3010668754577637
2025-03-21,1.0856702327728271,1.2967981100082397
2025-03-24,1.0835762023925781,1.2924572229385376
2025-03-25,1.0803569555282593,1.2924238443374634
2025-03-26,1.0787487030029297,1.2943308353424072
2025-03-27,1.0742061138153076,1.2877637147903442
2025-03-28,1.080100178718567,1.295202612876892
2025-03-31,1.082391619682312,1.2938284873962402
2025-04-01,1.0818880796432495,1.292089819908142
2025-04-02,1.0795987844467163,1.292306900024414
2025-04-03,1.090869426727295,1.3046314716339111
2025-04-04,1.1043744087219238,1.308866262435913
2025-04-07,1.098454475402832,1.2910722494125366
2025-04-08,1.0915361642837524,1.2734960317611694
2025-04-09,1.0980443954467773,1.2790995836257935
2025-04-10,1.0952062606811523,1.2825446128845215
2025-04-11,1.1257838010787964,1.2992074489593506
2025-04-14,1.1343141794204712,1.3085237741470337
2025-04-15,1.1339668035507202,1.3174536228179932
2025-04-16,1.1292672157287598,1.323101282119751
2025-04-17,1.1396790742874146,1.3233989477157593
2025-04-22,1.1512778997421265,1.3379716873168945
2025-04-23,1.1351252794265747,1.327316164970398
2025-04-24,1.132733702659607,1.326453447341919
2025-04-25,1.1371906995773315,1.3326226472854614
2025-04-28,1.1343141794204712,1.3290096521377563
2025-04-29,1.1409143209457397,1.3436164855957031
2025-04-30,1.1389262676239014,1.3410794734954834
2025-05-01,1.1324899196624756,1.3323917388916016
2025-05-02,1.1296498775482178,1.3286387920379639
2025-05-05,1.1323232650756836,1.3271929025650024
2025-05-06,1.1313369274139404,1.3292568922042847
2025-05-07,1.1342755556106567,1.335594892501831
2025-05-08,1.1306205987930298,1.3294159173965454
2025-05-09,1.122422695159912,1.323539137840271
2025-05-12,1.12296462059021,1.3289036750793457
2025-05-13,1.1095577478408813,1.3177834749221802
2025-05-14,1.1185556650161743,1.3304418325424194
2025-05-15,1.1181930303573608,1.3263479471206665
2025-05-16,1.1192693710327148,1.3306896686553955
2025-05-19,1.1187559366226196,1.3305498361587524
2025-05-20,1.1233429908752441,1.3360053300857544
2025-05-21,1.1287955045700073,1.3397821187973022
2025-05-22,1.133118748664856,1.3419036865234375
2025-05-23,1.1281843185424805,1.3419216871261597
2025-05-26,1.1372811794281006,1.3535828590393066
2025-05-27,1.1388484239578247,1.3565207719802856
2025-05-28,1.1337097883224487,1.3513330221176147
2025-05-29,1.123368263244629,1.3431472778320312
2025-05-30,1.1378376483917236,1.3498992919921875
2025-06-02,1.1353315114974976,1.346728801727295
2025-06-03,1.1453442573547363,1.3556748628616333
2025-06-04,1.1384464502334595,1.353143334388733
2025-06-05,1.1422044038772583,1.3552155494689941
2025-06-06,1.1453834772109985,1.3579576015472412
2025-06-09,1.1407841444015503,1.3538211584091187
2025-06-10,1.1428048610687256,1.3556748628616333
2025-06-11,1.143746018409729,1.3508219718933105
2025-06-12,1.1509333848953247,1.3567416667938232
2025-06-13,1.1600254774093628,1.3627691268920898
2025-06-16,1.1556684970855713,1.3557006120681763
2025-06-17,1.1551345586776733,1.3565576076507568
2025-06-18,1.1482638120651245,1.3430029153823853
2025-06-19,1.1477497816085815,1.3416515588760376
2025-06-20,1.1512778997421265,1.3476725816726685
2025-06-23,1.1500862836837769,1.3435983657836914
2025-06-24,1.1599044799804688,1.3545364141464233
2025-06-25,1.161224365234375,1.361488938331604
2025-06-26,1.1683744192123413,1.369187831878662
2025-06-27,1.1692214012145996,1.37247633934021
2025-06-30,1.1727453470230103,1.3719680309295654
2025-07-01,1.178717017173767,1.3730605840682983
2025-07-02,1.180553913116455,1.374721646308899
2025-07-03,1.18002450466156,1.3650014400482178
2025-07-04,1.1771491765975952,1.366829752922058
2025-07-07,1.178078293800354,1.3651504516601562
2025-07-08,1.1736538410186768,1.3623607158660889
2025-07-09,1.1724566221237183,1.3585295677185059
2025-07-10,1.17311692237854,1.3593051433563232
2025-07-11,1.1702749729156494,1.3579576015472412
2025-07-14,1.1682106256484985,1.3493820428848267
2025-07-15,1.1666297912597656,1.3428045511245728
2025-07-16,1.1607391834259033,1.3393335342407227
2025-07-17,1.1635754108428955,1.3411099910736084
2025-07-18,1.161548137664795,1.3432555198669434
2025-07-21,1.1630746126174927,1.341597557067871
2025-07-22,1.1694538593292236,1.348945140838623
2025-07-23,1.1739156246185303,1.352155327796936
2025-07-24,1.1774264574050903,1.3579576015472412
2025-07-25,1.1756131649017334,1.3510043621063232
2025-07-28,1.1756821870803833,1.344085931777954
2025-07-29,1.1596757173538208,1.336023211479187
2025-07-30,1.1550945043563843,1.3353630304336548
2025-07-31,1.1429355144500732,1.3257676362991333
2025-08-01,1.142374038696289,1.3209865093231201
2025-08-04,1.158668041229248,1.3289920091629028
2025-08-05,1.1584129333496094,1.3297518491744995
2025-08-06,1.1579166650772095,1.3299463987350464
2025-08-07,1.1663167476654053,1.3357912302017212
2025-08-08,1.1676650047302246,1.345152735710144
2025-08-11,1.1647952795028687,1.3444474935531616
2025-08-12,1.1618449687957764,1.3435261249542236
2025-08-13,1.1677058935165405,1.3504207134246826
2025-08-14,1.171289324760437,1.3585295677185059
2025-08-15,1.1651345491409302,1.3530701398849487
2025-08-18,1.1706587076187134,1.3556381464004517
2025-08-19,1.1668338775634766,1.3508219718933105
2025-08-20,1.164252758026123,1.348679542541504
2025-08-21,1.165175199508667,1.3466380834579468
2025-08-22,1.16130530834198,1.3419395685195923
2025-08-25,1.1709601879119873,1.35111403465271
2025-08-26,1.1618449687957764,1.3453518152236938
2025-08-27,1.1639411449432373,1.3478723764419556
2025-08-28,1.1647952795028687,1.3503841161727905
2025-08-29,1.1681560277938843,1.35111403465271
2025-09-01,1.1691803932189941,1.3503841161727905
2025-09-02,1.1715912818908691,1.3547931909561157
2025-09-03,1.163602590560913,1.3383476734161377
2025-09-04,1.16604483127594,1.3441582918167114
2025-09-05,1.1656913757324219,1.3444474935531616
2025-09-08,1.1713168621063232,1.3492909669876099
2025-09-09,1.1769136190414429,1.3553073406219482
2025-09-10,1.1702749729156494,1.352109670639038
2025-09-11,1.1703435182571411,1.3534730672836304
2025-09-12,1.1734747886657715,1.3576626777648926
2025-09-15,1.1726491451263428,1.3553440570831299
2025-09-16,1.1763737201690674,1.3602666854858398
2025-09-17,1.1871408224105835,1.365392804145813
2025-09-18,1.1826341152191162,1.3629734516143799
2025-09-19,1.1791062355041504,1.3556013107299805
2025-09-22,1.1736950874328613,1.3464748859405518
2025-09-23,1.1801080703735352,1.3514974117279053
2025-09-24,1.1814465522766113,1.3524478673934937
2025-09-25,1.1744670867919922,1.3452396392822266
2025-09-26,1.166275978088379,1.333653450012207
2025-09-29,1.170823097229004,1.3408241271972656
2025-09-30,1.1731443405151367,1.3437248468399048
2025-10-01,1.1735849380493164,1.3443390130996704
2025-10-02,1.1734058856964111,1.3480178117752075
2025-10-03,1.1725116968154907,1.3446643352508545
2025-10-06,1.171248197555542,1.3433817625045776
2025-10-07,1.171028733253479,1.3484903573989868
2025-10-08,1.1654603481292725,1.3421016931533813
2025-10-09,1.1631964445114136,1.3401411771774292
2025-10-10,1.156644344329834,1.3304948806762695
2025-10-13,1.160240888595581,1.3336178064346313
2025-10-14,1.1566845178604126,1.3332622051239014
2025-10-15,1.1602274179458618,1.3321610689163208
2025-10-16,1.1646324396133423,1.3404465913772583
2025-10-17,1.1699601411819458,1.3445558547973633
2025-10-20,1.165745735168457,1.342588186264038
2025-10-21,1.164442539215088,1.3405184745788574
2025-10-22,1.160038948059082,1.336523175239563
2025-10-23,1.1608469486236572,1.3351848125457764
2025-10-24,1.1618045568466187,1.332746982574463
2025-10-27,1.1631693840026855,1.3322391510009766
2025-10-28,1.165175199508667,1.3341000080108643
2025-10-29,1.1657865047454834,1.3279330730438232
2025-10-30,1.1603351831436157,1.3195397853851318
2025-10-31,1.157246708869934,1.3159106969833374
2025-11-03,1.1528042554855347,1.3134735822677612
2025-11-04,1.1519144773483276,1.3135254383087158
2025-11-05,1.1485539674758911,1.3021697998046875
2025-11-06,1.1496764421463013,1.3052598237991333
2025-11-07,1.1549211740493774,1.3140950202941895
2025-11-10,1.1543878316879272,1.3142677545547485
2025-11-11,1.1557220220565796,1.3172974586486816
2025-11-12,1.1587486267089844,1.3152875900268555
2025-11-13,1.159218668937683,1.3127838373184204
2025-11-14,1.1631964445114136,1.3152183294296265
2025-11-17,1.1615345478057861,1.3160146474838257
2025-11-18,1.159057378768921,1.3156163692474365
2025-11-19,1.1581177711486816,1.3147515058517456
2025-11-20,1.154068112373352,1.3061821460723877
2025-11-21,1.1534557342529297,1.308489441871643
2025-11-24,1.1507612466812134,1.3096375465393066
2025-11-25,1.1520073413848877,1.3106160163879395
2025-11-26,1.156483769416809,1.315870761871338
2025-11-27,1.1602139472961426,1.3244997262954712
2025-11-28,1.1599851846694946,1.3241175413131714
2025-12-01,1.1601465940475464,1.3239772319793701
2025-12-02,1.1607661247253418,1.3209341764450073
2025-12-03,1.1627906560897827,1.3219469785690308
2025-12-04,1.1666841506958008,1.3348817825317383
2025-12-05,1.1642799377441406,1.3321788311004639
2025-12-08,1.164022445678711,1.3324593305587769
2025-12-09,1.1641442775726318,1.3326793909072876
2025-12-10,1.1628313064575195,1.3303532600402832
2025-12-11,1.1701242923736572,1.3388315439224243
2025-12-12,1.1739431619644165,1.339046597480774
2025-12-15,1.1737639904022217,1.3367732763290405
2025-12-16,1.1754610538482666,1.3380612134933472
2025-12-17,1.1749500036239624,1.342499852180481
2025-12-18,1.1742326021194458,1.3374598026275635
2025-12-19,1.1725666522979736,1.3385393619537354
2025-12-22,1.1708093881607056,1.3377031087875366
2025-12-23,1.1765950918197632,1.3469899892807007
2025-12-24,1.179551362991333,1.3513604402542114
2025-12-26,1.1785364151000977,1.3508949279785156
2025-12-29,1.1772738695144653,1.349727988243103
2025-12-30,1.1772878170013428,1.3510993719100952
2025-12-31,1.1747292280197144,1.346719741821289
2026-01-02,1.175046682357788,1.347363829612732
2026-01-05,1.1704667806625366,1.3437970876693726
2026-01-06,1.1714951992034912,1.3533997535705566
2026-01-07,1.1688251495361328,1.3500559329986572
2026-01-08,1.1676785945892334,1.3459312915802002
2026-01-09,1.1657865047454834,1.3438005447387695
2026-01-12,1.1623716354370117,1.3394231796264648
2026-01-13,1.1666978597640991,1.3465656042099
2026-01-14,1.164252758026123,1.3426783084869385
2026-01-15,1.1646324396133423,1.344266653060913
2026-01-16,1.1609008312225342,1.3381328582763672
2026-01-19,1.162493348121643,1.3404287099838257
2026-01-20,1.1639139652252197,1.3418315649032593
2026-01-21,1.1727865934371948,1.344085931777954
2026-01-22,1.1672970056533813,1.3419395685195923
2026-01-23,1.1754610538482666,1.3501288890838623
2026-01-26,1.1858457326889038,1.3662508726119995
2026-01-27,1.1876484155654907,1.3677457571029663
2026-01-28,1.2017642259597778,1.3824374675750732
2026-01-29,1.1977769136428833,1.382533073425293
2026-01-30,1.19657301902771,1.380643367767334
2026-02-02,1.1849182844161987,1.3679141998291016
2026-02-03,1.1798714399337769,1.367315649986267
2026-02-04,1.1816140413284302,1.3697504997253418
2026-02-05,1.180163860321045,1.3644611835479736
2026-02-06,1.177786946296692,1.3520822525024414
2026-02-09,1.182578206062317,1.3608959913253784
2026-02-10,1.1904053688049316,1.368344783782959
2026-02-11,1.1889617443084717,1.3634566068649292
2026-02-12,1.1876062154769897,1.362399697303772
2026-02-13,1.1868449449539185,1.3620266914367676
2026-02-16,1.1867464780807495,1.3647778034210205
2026-02-17,1.1849884986877441,1.3627691268920898
2026-02-18,1.185185194015503,1.3564472198486328
2026-02-19,1.1788839101791382,1.349582314491272
2026-02-20,1.1769136190414429,1.3461124897003174
2026-02-23,1.1834739446640015,1.3533265590667725
2026-02-24,1.1793843507766724,1.34969162940979
2026-02-25,1.1775233745574951,1.3497462272644043
2026-02-26,1.181516408920288,1.3558034896850586
2026-02-27,1.1803030967712402,1.3491452932357788
2026-03-02,1.1759449243545532,1.3406623601913452
2026-03-03,1.1697274446487427,1.3410578966140747
2026-03-04,1.161224365234375,1.3353630304336548
2026-03-05,1.1635618209838867,1.3369520902633667
2026-03-06,1.1608065366744995,1.3357375860214233
2026-03-09,1.152325987815857,1.3301055431365967
2026-03-10,1.1617234945297241,1.3424980640411377
2026-03-11,1.1611299514770508,1.3419036865234375
2026-03-12,1.1543211936950684,1.338186502456665
2026-03-13,1.1521666049957275,1.335250735282898
2026-03-16,1.1435105800628662,1.3247665166854858
2026-03-17,1.1499539613723755,1.3314337730407715
2026-03-18,1.153948187828064,1.335951805114746
2026-03-19,1.1464471817016602,1.32650625705719
2026-03-20,1.157755732536316,1.342570185661316
2026-03-23,1.1560158729553223,1.3331555128097534
2026-03-24,1.1607122421264648,1.342426061630249
2026-03-25,1.16146719455719,1.3416335582733154
2026-03-26,1.1561496257781982,1.336362361907959
2026-03-27,1.1535090208053589,1.3335645198822021
2026-03-30,1.149200677871704,1.3238370418548584
2026-03-31,1.1460003852844238,1.3172800540924072
2026-04-01,1.1574207544326782,1.324327826499939
2026-04-02,1.159057378768921,1.3302648067474365
2026-04-03,1.1541746854782104,1.3230313062667847
2026-04-06,1.150999665260315,1.3186348676681519
2026-04-07,1.1541212797164917,1.3234164714813232
2026-04-08,1.1686612367630005,1.3401771783828735
2026-04-09,1.16593599319458,1.3394052982330322
2026-04-10,1.1691256761550903,1.3430029153823853
2026-04-13,1.1675150394439697,1.339441180229187
2026-04-14,1.176885962486267,1.3515340089797974
2026-04-15,1.179940938949585,1.357533574104309
2026-04-16,1.1809163093566895,1.3573696613311768
2026-04-17,1.1782727241516113,1.3526124954223633
2026-04-20,1.1741223335266113,1.348435878753662
2026-04-21,1.1784392595291138,1.3531250953674316
2026-04-22,1.174425721168518,1.3509680032730103
2026-04-23,1.1706037521362305,1.3500378131866455
2026-04-24,1.16838800907135,1.3466380834579468
2026-04-27,1.1706448793411255,1.3515102863311768
2026-04-28,1.1723467111587524,1.3538211584091187
2026-04-29,1.171783447265625,1.3524478673934937
2026-04-30,1.168470025062561,1.3488596677780151
2026-05-01,1.172910451889038,1.3602666854858398
2026-05-04,1.1726628541946411,1.3581420183181763
2026-05-05,1.1691941022872925,1.353143334388733
2026-05-06,1.1715774536132812,1.3568705320358276
2026-05-07,1.1747430562973022,1.3591758012771606
2026-05-08,1.1731581687927246,1.3555645942687988
2026-05-11,1.176885962486267,1.3594714403152466
2026-05-12,1.177994966506958,1.360470175743103
2026-05-13,1.1735436916351318,1.3537001609802246
2026-05-14,1.1716049909591675,1.352630853652954
2026-05-15,1.166208028793335,1.3391362428665161
2026-05-18,1.161440134048462,1.330849051475525
2026-05-19,1.1655147075653076,1.3432012796401978
2026-05-20,1.1607122421264648,1.3396027088165283
2026-05-21,1.1625338792800903,1.3433998823165894
2026-05-22,1.1621150970458984,1.3432555198669434
2026-05-25,1.164225697517395,1.34816312789917
2026-05-26,1.1637378931045532,1.3496370315551758
2026-05-27,1.1636837720870972,1.345532774925232
2026-05-28,1.1617909669876099,1.3416515588760376
2026-05-29,1.1652837991714478,1.3444474935531616
2026-06-01,1.164890170097351,1.345152735710144
2026-06-02,1.1635483503341675,1.3460001945495605
2026-06-03,1.1622096300125122,1.3454241752624512
2026-06-04,1.160941243171692,1.3427144289016724
2026-06-05,1.1612648963928223,1.3427000045776367
2026-06-08,1.1522595882415771,1.3335645198822021
2026-06-09,1.1528440713882446,1.3333333730697632
2026-06-10,1.1535356044769287,1.3372201919555664
2026-06-11,1.1535621881484985,1.3362016677856445
2026-06-12,1.157594919204712,1.341381549835205
2026-06-15,1.1603081226348877,1.344971776008606
2026-06-16,1.1594202518463135,1.341599464416504
2026-06-17,1.1609952449798584,1.3426424264907837
2026-06-18,1.150734782218933,1.3301233053207397
2026-06-19,1.1458560228347778,1.3202017545700073
2026-06-22,1.1462763547897339,1.3207945823669434
2026-06-23,1.1427135467529297,1.3247138261795044
2026-06-24,1.1379542350769043,1.3200099468231201
2026-06-25,1.1354217529296875,1.3166556358337402
2026-06-26,1.1361699104309082,1.318791389465332
2026-06-29,1.1385631561279297,1.319713830947876
2026-06-30,1.1422044038772583,1.325398564338684
2026-07-01,1.1413310766220093,1.325065016746521
2026-07-02,1.13779878616333,1.3279330730438232
2026-07-03,1.1422696113586426,1.3338704109191895
2026-07-06,1.1437721252441406,1.335309624671936
2026-07-07,1.144177794456482,1.3397893905639648
2026-07-08,1.140380859375,1.3348907232284546
2026-07-09,1.1422044038772583,1.339620590209961
2026-07-10,1.1433405876159668,1.3415615558624268
2026-07-13,1.1404459476470947,1.3386881351470947
2026-07-14,1.1384334564208984,1.3347926139831543
2026-07-15,1.1424654722213745,1.3397103548049927
2026-07-16,1.1470258235931396,1.3541291952133179
2026-07-17,1.1445575952529907,1.3478904962539673
